;id_trestného činu ;rok;pocet
3;T11AA;2010;167
4;T11AA;2010;3606
5;T11AA;2010;
6;T11AA;2010;3957
7;T11AA;2010;
8;T11AA;2010;52
9;T11AA;2010;910
10;T11AA;2010;122
11;T11AA;2010;
12;T11AA;2010;1753
13;T11AA;2010;103
14;T11AA;2010;1996
15;T11AA;2010;
16;T11AA;2010;11
17;T11AA;2010;142903
18;T11AA;2010;
19;T11AA;2010;7832
20;T11AA;2010;57
21;T11AA;2010;3663
22;T11AA;2010;
24;T11AA;2010;
25;T11AA;2010;213
26;T11AA;2010;
27;T11AA;2010;
28;T11AA;2010;
29;T11AA;2010;
30;T11AA;2010;
31;T11AA;2010;15
32;T11AA;2010;1007
33;T11AA;2010;863
34;T11AA;2010;
35;T11AA;2010;
36;T11AA;2010;1887
37;T11AA;2010;
38;T11AA;2010;216
39;T11AA;2010;
40;T11AA;2010;
41;T11AA;2010;656
43;T11AA;2010;
44;T11AA;2010;3777
;;;
2;T11AA;2011;171
3;T11AA;2011;170
4;T11AA;2011;3897
5;T11AA;2011;
6;T11AA;2011;4936
7;T11AA;2011;
8;T11AA;2011;39
9;T11AA;2011;818
10;T11AA;2011;127
11;T11AA;2011;
12;T11AA;2011;1696
13;T11AA;2011;104
14;T11AA;2011;2053
15;T11AA;2011;
16;T11AA;2011;26
17;T11AA;2011;139091
18;T11AA;2011;
19;T11AA;2011;6791
20;T11AA;2011;60
21;T11AA;2011;3570
22;T11AA;2011;
24;T11AA;2011;
25;T11AA;2011;180
26;T11AA;2011;
27;T11AA;2011;
28;T11AA;2011;
29;T11AA;2011;
30;T11AA;2011;
31;T11AA;2011;12
32;T11AA;2011;962
33;T11AA;2011;812
34;T11AA;2011;
35;T11AA;2011;
36;T11AA;2011;1792
37;T11AA;2011;
38;T11AA;2011;187
39;T11AA;2011;
40;T11AA;2011;
41;T11AA;2011;584
43;T11AA;2011;
44;T11AA;2011;3441
;;;
2;T11SA;2007;101
3;T11SA;2007;33
4;T11SA;2007;1995
5;T11SA;2007;
6;T11SA;2007;6542
7;T11SA;2007;
8;T11SA;2007;652
9;T11SA;2007;436
10;T11SA;2007;59
11;T11SA;2007;
12;T11SA;2007;1448
13;T11SA;2007;203
14;T11SA;2007;2198
15;T11SA;2007;40223
16;T11SA;2007;
17;T11SA;2007;26752
18;T11SA;2007;784
19;T11SA;2007;1009
20;T11SA;2007;268
21;T11SA;2007;1245
22;T11SA;2007;5398
24;T11SA;2007;
25;T11SA;2007;387
26;T11SA;2007;
27;T11SA;2007;70
28;T11SA;2007;
29;T11SA;2007;
30;T11SA;2007;8550
31;T11SA;2007;3438
32;T11SA;2007;3916
33;T11SA;2007;1804
34;T11SA;2007;
35;T11SA;2007;
36;T11SA;2007;580
37;T11SA;2007;654
38;T11SA;2007;403
39;T11SA;2007;8900
40;T11SA;2007;5953
41;T11SA;2007;
43;T11SA;2007;
44;T11SA;2007;
;;;
2;T11SA;2008;76
3;T11SA;2008;63
4;T11SA;2008;1858
5;T11SA;2008;
6;T11SA;2008;6486
7;T11SA;2008;
8;T11SA;2008;642
9;T11SA;2008;457
10;T11SA;2008;58
11;T11SA;2008;
12;T11SA;2008;1364
13;T11SA;2008;268
14;T11SA;2008;2711
15;T11SA;2008;41411
16;T11SA;2008;
17;T11SA;2008;27108
18;T11SA;2008;863
19;T11SA;2008;1200
20;T11SA;2008;271
21;T11SA;2008;1310
22;T11SA;2008;5367
24;T11SA;2008;
25;T11SA;2008;372
26;T11SA;2008;
27;T11SA;2008;80
28;T11SA;2008;
29;T11SA;2008;
30;T11SA;2008;7705
31;T11SA;2008;3575
32;T11SA;2008;3535
33;T11SA;2008;2086
34;T11SA;2008;
35;T11SA;2008;
36;T11SA;2008;616
37;T11SA;2008;639
38;T11SA;2008;322
39;T11SA;2008;9837
40;T11SA;2008;6761
41;T11SA;2008;
43;T11SA;2008;1038
44;T11SA;2008;
;;;
2;T11SA;2009;83
3;T11SA;2009;73
4;T11SA;2009;1838
5;T11SA;2009;
6;T11SA;2009;6620
7;T11SA;2009;
8;T11SA;2009;610
9;T11SA;2009;424
10;T11SA;2009;57
11;T11SA;2009;
12;T11SA;2009;1260
13;T11SA;2009;254
14;T11SA;2009;2099
15;T11SA;2009;39736
16;T11SA;2009;
17;T11SA;2009;25034
18;T11SA;2009;1172
19;T11SA;2009;1121
20;T11SA;2009;279
21;T11SA;2009;1454
22;T11SA;2009;5455
24;T11SA;2009;
25;T11SA;2009;365
26;T11SA;2009;
27;T11SA;2009;82
28;T11SA;2009;
29;T11SA;2009;
30;T11SA;2009;7650
31;T11SA;2009;3875
32;T11SA;2009;3399
33;T11SA;2009;2347
34;T11SA;2009;
35;T11SA;2009;
36;T11SA;2009;592
37;T11SA;2009;626
38;T11SA;2009;381
39;T11SA;2009;8976
40;T11SA;2009;7280
41;T11SA;2009;4993
43;T11SA;2009;
44;T11SA;2009;
;;;
2;T11SA;2010;79
3;T11SA;2010;82
4;T11SA;2010;2167
5;T11SA;2010;
6;T11SA;2010;6829
7;T11SA;2010;
8;T11SA;2010;590
9;T11SA;2010;382
10;T11SA;2010;69
11;T11SA;2010;1342
12;T11SA;2010;1496
13;T11SA;2010;178
14;T11SA;2010;2384
15;T11SA;2010;38803
16;T11SA;2010;
17;T11SA;2010;25911
18;T11SA;2010;736
19;T11SA;2010;1172
20;T11SA;2010;217
21;T11SA;2010;2162
22;T11SA;2010;5395
24;T11SA;2010;
25;T11SA;2010;527
26;T11SA;2010;
27;T11SA;2010;91
28;T11SA;2010;
29;T11SA;2010;
30;T11SA;2010;7045
31;T11SA;2010;3918
32;T11SA;2010;3285
33;T11SA;2010;2140
34;T11SA;2010;
35;T11SA;2010;
36;T11SA;2010;629
37;T11SA;2010;562
38;T11SA;2010;414
39;T11SA;2010;8364
40;T11SA;2010;7233
41;T11SA;2010;4897
43;T11SA;2010;2184
44;T11SA;2010;
;;;
2;T11SA;2011;44
3;T11SA;2011;71
4;T11SA;2011;2384
5;T11SA;2011;
6;T11SA;2011;6848
7;T11SA;2011;
8;T11SA;2011;554
9;T11SA;2011;364
10;T11SA;2011;70
11;T11SA;2011;1459
12;T11SA;2011;1372
13;T11SA;2011;180
14;T11SA;2011;3159
15;T11SA;2011;41091
16;T11SA;2011;
17;T11SA;2011;24936
18;T11SA;2011;575
19;T11SA;2011;1032
20;T11SA;2011;285
21;T11SA;2011;2018
22;T11SA;2011;
24;T11SA;2011;
25;T11SA;2011;540
26;T11SA;2011;
27;T11SA;2011;69
28;T11SA;2011;
29;T11SA;2011;
30;T11SA;2011;6670
31;T11SA;2011;4156
32;T11SA;2011;3169
33;T11SA;2011;2091
34;T11SA;2011;
35;T11SA;2011;
36;T11SA;2011;643
37;T11SA;2011;776
38;T11SA;2011;342
39;T11SA;2011;9892
40;T11SA;2011;7945
41;T11SA;2011;4913
43;T11SA;2011;2343
44;T11SA;2011;
;;;
2;T11RA;2007;41
3;T11RA;2007;15
4;T11RA;2007;1184
5;T11RA;2007;
6;T11RA;2007;3280
7;T11RA;2007;
8;T11RA;2007;225
9;T11RA;2007;146
10;T11RA;2007;19
11;T11RA;2007;637
12;T11RA;2007;728
13;T11RA;2007;122
14;T11RA;2007;739
15;T11RA;2007;10170
16;T11RA;2007;156
17;T11RA;2007;6998
18;T11RA;2007;218
19;T11RA;2007;215
20;T11RA;2007;114
21;T11RA;2007;427
22;T11RA;2007;
24;T11RA;2007;
25;T11RA;2007;332
26;T11RA;2007;
27;T11RA;2007;10
28;T11RA;2007;
29;T11RA;2007;
30;T11RA;2007;2135
31;T11RA;2007;1061
32;T11RA;2007;2034
33;T11RA;2007;305
34;T11RA;2007;
35;T11RA;2007;7038
36;T11RA;2007;166
37;T11RA;2007;182
38;T11RA;2007;97
39;T11RA;2007;1573
40;T11RA;2007;4749
41;T11RA;2007;
43;T11RA;2007;
44;T11RA;2007;878
;;;
2;T11RA;2008;39
3;T11RA;2008;23
4;T11RA;2008;1123
5;T11RA;2008;
6;T11RA;2008;3178
7;T11RA;2008;
8;T11RA;2008;262
9;T11RA;2008;180
10;T11RA;2008;34
11;T11RA;2008;529
12;T11RA;2008;623
13;T11RA;2008;160
14;T11RA;2008;915
15;T11RA;2008;10849
16;T11RA;2008;100
17;T11RA;2008;6723
18;T11RA;2008;248
19;T11RA;2008;214
20;T11RA;2008;96
21;T11RA;2008;414
22;T11RA;2008;
24;T11RA;2008;
25;T11RA;2008;307
26;T11RA;2008;
27;T11RA;2008;19
28;T11RA;2008;
29;T11RA;2008;
30;T11RA;2008;1945
31;T11RA;2008;1062
32;T11RA;2008;1852
33;T11RA;2008;314
34;T11RA;2008;
35;T11RA;2008;6208
36;T11RA;2008;175
37;T11RA;2008;152
38;T11RA;2008;57
39;T11RA;2008;1386
40;T11RA;2008;5446
41;T11RA;2008;
43;T11RA;2008;
44;T11RA;2008;880
;;;
2;T11RA;2009;34
3;T11RA;2009;32
4;T11RA;2009;1170
5;T11RA;2009;
6;T11RA;2009;3061
7;T11RA;2009;
8;T11RA;2009;246
9;T11RA;2009;119
10;T11RA;2009;27
11;T11RA;2009;480
12;T11RA;2009;562
13;T11RA;2009;124
14;T11RA;2009;660
15;T11RA;2009;11434
16;T11RA;2009;84
17;T11RA;2009;6828
18;T11RA;2009;250
19;T11RA;2009;228
20;T11RA;2009;99
21;T11RA;2009;485
22;T11RA;2009;
24;T11RA;2009;
25;T11RA;2009;289
26;T11RA;2009;
27;T11RA;2009;12
28;T11RA;2009;
29;T11RA;2009;
30;T11RA;2009;1920
31;T11RA;2009;1115
32;T11RA;2009;1742
33;T11RA;2009;377
34;T11RA;2009;
35;T11RA;2009;5398
36;T11RA;2009;159
37;T11RA;2009;142
38;T11RA;2009;79
39;T11RA;2009;1304
40;T11RA;2009;5937
41;T11RA;2009;666
43;T11RA;2009;
44;T11RA;2009;758
;;;
2;T11RA;2010;24
3;T11RA;2010;24
4;T11RA;2010;1313
5;T11RA;2010;
6;T11RA;2010;3166
7;T11RA;2010;
8;T11RA;2010;211
9;T11RA;2010;137
10;T11RA;2010;36
11;T11RA;2010;586
12;T11RA;2010;601
13;T11RA;2010;81
14;T11RA;2010;818
15;T11RA;2010;10752
16;T11RA;2010;82
17;T11RA;2010;7131
18;T11RA;2010;236
19;T11RA;2010;246
20;T11RA;2010;98
21;T11RA;2010;632
22;T11RA;2010;
24;T11RA;2010;
25;T11RA;2010;377
26;T11RA;2010;
27;T11RA;2010;11
28;T11RA;2010;
29;T11RA;2010;
30;T11RA;2010;1655
31;T11RA;2010;1047
32;T11RA;2010;1753
33;T11RA;2010;424
34;T11RA;2010;
35;T11RA;2010;4907
36;T11RA;2010;109
37;T11RA;2010;117
38;T11RA;2010;63
39;T11RA;2010;1177
40;T11RA;2010;5960
41;T11RA;2010;543
43;T11RA;2010;
44;T11RA;2010;635
;;;
2;T11RA;2011;22
3;T11RA;2011;15
4;T11RA;2011;1487
5;T11RA;2011;
6;T11RA;2011;3165
7;T11RA;2011;
8;T11RA;2011;157
9;T11RA;2011;117
10;T11RA;2011;38
11;T11RA;2011;675
12;T11RA;2011;563
13;T11RA;2011;91
14;T11RA;2011;1039
15;T11RA;2011;10984
16;T11RA;2011;78
17;T11RA;2011;7030
18;T11RA;2011;182
19;T11RA;2011;196
20;T11RA;2011;128
21;T11RA;2011;608
22;T11RA;2011;
24;T11RA;2011;
25;T11RA;2011;380
26;T11RA;2011;
27;T11RA;2011;18
28;T11RA;2011;
29;T11RA;2011;
30;T11RA;2011;1590
31;T11RA;2011;1213
32;T11RA;2011;1636
33;T11RA;2011;374
34;T11RA;2011;
35;T11RA;2011;4801
36;T11RA;2011;107
37;T11RA;2011;150
38;T11RA;2011;55
39;T11RA;2011;1513
40;T11RA;2011;6532
41;T11RA;2011;552
43;T11RA;2011;
44;T11RA;2011;630
;;;
2;T11SM;2007;49
3;T11SM;2007;
4;T11SM;2007;609
5;T11SM;2007;
6;T11SM;2007;3987
7;T11SM;2007;
8;T11SM;2007;
9;T11SM;2007;216
10;T11SM;2007;9
11;T11SM;2007;765
12;T11SM;2007;408
13;T11SM;2007;65
14;T11SM;2007;1025
15;T11SM;2007;8496
16;T11SM;2007;
17;T11SM;2007;9459
18;T11SM;2007;
19;T11SM;2007;102
20;T11SM;2007;120
21;T11SM;2007;71
22;T11SM;2007;501
24;T11SM;2007;
25;T11SM;2007;51
26;T11SM;2007;
27;T11SM;2007;
28;T11SM;2007;
29;T11SM;2007;
30;T11SM;2007;
31;T11SM;2007;1162
32;T11SM;2007;1882
33;T11SM;2007;646
34;T11SM;2007;
35;T11SM;2007;
36;T11SM;2007;107
37;T11SM;2007;361
38;T11SM;2007;203
39;T11SM;2007;
40;T11SM;2007;890
41;T11SM;2007;
43;T11SM;2007;
44;T11SM;2007;62
;;;
2;T11SM;2008;35
3;T11SM;2008;
4;T11SM;2008;555
5;T11SM;2008;
6;T11SM;2008;3872
7;T11SM;2008;
8;T11SM;2008;
9;T11SM;2008;183
10;T11SM;2008;5
11;T11SM;2008;802
12;T11SM;2008;416
13;T11SM;2008;90
14;T11SM;2008;1321
15;T11SM;2008;8957
16;T11SM;2008;
17;T11SM;2008;9136
18;T11SM;2008;
19;T11SM;2008;87
20;T11SM;2008;148
21;T11SM;2008;76
22;T11SM;2008;474
24;T11SM;2008;
25;T11SM;2008;55
26;T11SM;2008;
27;T11SM;2008;29
28;T11SM;2008;
29;T11SM;2008;
30;T11SM;2008;
31;T11SM;2008;1243
32;T11SM;2008;1683
33;T11SM;2008;593
34;T11SM;2008;
35;T11SM;2008;
36;T11SM;2008;125
37;T11SM;2008;387
38;T11SM;2008;159
39;T11SM;2008;
40;T11SM;2008;960
41;T11SM;2008;
43;T11SM;2008;
44;T11SM;2008;90
;;;
2;T11SM;2009;47
3;T11SM;2009;
4;T11SM;2009;512
5;T11SM;2009;
6;T11SM;2009;3766
7;T11SM;2009;
8;T11SM;2009;
9;T11SM;2009;221
10;T11SM;2009;7
11;T11SM;2009;829
12;T11SM;2009;369
13;T11SM;2009;94
14;T11SM;2009;1068
15;T11SM;2009;8540
16;T11SM;2009;
17;T11SM;2009;8595
18;T11SM;2009;
19;T11SM;2009;98
20;T11SM;2009;139
21;T11SM;2009;111
22;T11SM;2009;492
24;T11SM;2009;
25;T11SM;2009;64
26;T11SM;2009;
27;T11SM;2009;27
28;T11SM;2009;
29;T11SM;2009;
30;T11SM;2009;
31;T11SM;2009;1259
32;T11SM;2009;1657
33;T11SM;2009;668
34;T11SM;2009;
35;T11SM;2009;
36;T11SM;2009;125
37;T11SM;2009;396
38;T11SM;2009;199
39;T11SM;2009;
40;T11SM;2009;856
41;T11SM;2009;1526
43;T11SM;2009;
44;T11SM;2009;69
;;;
2;T11SM;2010;38
3;T11SM;2010;
4;T11SM;2010;658
5;T11SM;2010;
6;T11SM;2010;3872
7;T11SM;2010;
8;T11SM;2010;
9;T11SM;2010;171
10;T11SM;2010;6
11;T11SM;2010;734
12;T11SM;2010;431
13;T11SM;2010;79
14;T11SM;2010;1102
15;T11SM;2010;8445
16;T11SM;2010;
17;T11SM;2010;9033
18;T11SM;2010;
19;T11SM;2010;129
20;T11SM;2010;97
21;T11SM;2010;156
22;T11SM;2010;582
24;T11SM;2010;
25;T11SM;2010;113
26;T11SM;2010;
27;T11SM;2010;37
28;T11SM;2010;
29;T11SM;2010;
30;T11SM;2010;
31;T11SM;2010;1353
32;T11SM;2010;1532
33;T11SM;2010;778
34;T11SM;2010;
35;T11SM;2010;
36;T11SM;2010;124
37;T11SM;2010;369
38;T11SM;2010;244
39;T11SM;2010;
40;T11SM;2010;829
41;T11SM;2010;1133
43;T11SM;2010;
44;T11SM;2010;52
;;;
2;T11SM;2011;18
3;T11SM;2011;
4;T11SM;2011;695
5;T11SM;2011;
6;T11SM;2011;3867
7;T11SM;2011;
8;T11SM;2011;
9;T11SM;2011;165
10;T11SM;2011;7
11;T11SM;2011;757
12;T11SM;2011;370
13;T11SM;2011;70
14;T11SM;2011;1698
15;T11SM;2011;8328
16;T11SM;2011;
17;T11SM;2011;8551
18;T11SM;2011;
19;T11SM;2011;86
20;T11SM;2011;114
21;T11SM;2011;148
22;T11SM;2011;
24;T11SM;2011;
25;T11SM;2011;130
26;T11SM;2011;
27;T11SM;2011;28
28;T11SM;2011;
29;T11SM;2011;
30;T11SM;2011;
31;T11SM;2011;1417
32;T11SM;2011;1533
33;T11SM;2011;784
34;T11SM;2011;
35;T11SM;2011;
36;T11SM;2011;108
37;T11SM;2011;542
38;T11SM;2011;218
39;T11SM;2011;
40;T11SM;2011;1010
41;T11SM;2011;1403
43;T11SM;2011;
44;T11SM;2011;61
;;;
2;T11RO;2007;129
3;T11RO;2007;197
4;T11RO;2007;5036
5;T11RO;2007;
6;T11RO;2007;21185
7;T11RO;2007;
8;T11RO;2007;2995
9;T11RO;2007;1272
10;T11RO;2007;74
11;T11RO;2007;4856
12;T11RO;2007;2258
13;T11RO;2007;887
14;T11RO;2007;1784
15;T11RO;2007;116604
16;T11RO;2007;2823
17;T11RO;2007;52949
18;T11RO;2007;2845
19;T11RO;2007;3119
20;T11RO;2007;43
21;T11RO;2007;2099
22;T11RO;2007;51210
24;T11RO;2007;
25;T11RO;2007;3802
26;T11RO;2007;
27;T11RO;2007;200
28;T11RO;2007;
29;T11RO;2007;
30;T11RO;2007;13660
31;T11RO;2007;1464
32;T11RO;2007;21794
33;T11RO;2007;18483
34;T11RO;2007;
35;T11RO;2007;295071
36;T11RO;2007;27587
37;T11RO;2007;1429
38;T11RO;2007;537
39;T11RO;2007;71628
40;T11RO;2007;8673
41;T11RO;2007;
43;T11RO;2007;11841
44;T11RO;2007;32266
;;;
2;T11RO;2008;147
3;T11RO;2008;350
4;T11RO;2008;4786
5;T11RO;2008;
6;T11RO;2008;22870
7;T11RO;2008;
8;T11RO;2008;2867
9;T11RO;2008;1259
10;T11RO;2008;71
11;T11RO;2008;4641
12;T11RO;2008;2408
13;T11RO;2008;909
14;T11RO;2008;1696
15;T11RO;2008;110452
16;T11RO;2008;2175
17;T11RO;2008;49913
18;T11RO;2008;3099
19;T11RO;2008;3128
20;T11RO;2008;43
21;T11RO;2008;2165
22;T11RO;2008;45857
24;T11RO;2008;
25;T11RO;2008;3452
26;T11RO;2008;
27;T11RO;2008;147
28;T11RO;2008;
29;T11RO;2008;
30;T11RO;2008;13175
31;T11RO;2008;1598
32;T11RO;2008;19550
33;T11RO;2008;20854
34;T11RO;2008;
35;T11RO;2008;243957
36;T11RO;2008;28284
37;T11RO;2008;1371
38;T11RO;2008;492
39;T11RO;2008;71421
40;T11RO;2008;8909
41;T11RO;2008;
43;T11RO;2008;8112
44;T11RO;2008;26928
;;;
2;T11RO;2009;172
3;T11RO;2009;416
4;T11RO;2009;4577
5;T11RO;2009;
6;T11RO;2009;23580
7;T11RO;2009;
8;T11RO;2009;3593
9;T11RO;2009;1411
10;T11RO;2009;142
11;T11RO;2009;4687
12;T11RO;2009;2707
13;T11RO;2009;726
14;T11RO;2009;1640
15;T11RO;2009;116812
16;T11RO;2009;1658
17;T11RO;2009;49317
18;T11RO;2009;4123
19;T11RO;2009;3144
20;T11RO;2009;60
21;T11RO;2009;2364
22;T11RO;2009;35822
24;T11RO;2009;
25;T11RO;2009;3363
26;T11RO;2009;
27;T11RO;2009;202
28;T11RO;2009;
29;T11RO;2009;
30;T11RO;2009;16265
31;T11RO;2009;1776
32;T11RO;2009;19235
33;T11RO;2009;20472
34;T11RO;2009;
35;T11RO;2009;205379
36;T11RO;2009;28275
37;T11RO;2009;1358
38;T11RO;2009;587
39;T11RO;2009;65159
40;T11RO;2009;9570
41;T11RO;2009;5027
43;T11RO;2009;
44;T11RO;2009;27598
;;;
2;T11RO;2010;242
3;T11RO;2010;356
4;T11RO;2010;4310
5;T11RO;2010;
6;T11RO;2010;23837
7;T11RO;2010;
8;T11RO;2010;3736
9;T11RO;2010;1245
10;T11RO;2010;156
11;T11RO;2010;4019
12;T11RO;2010;2209
13;T11RO;2010;599
14;T11RO;2010;1508
15;T11RO;2010;125422
16;T11RO;2010;1036
17;T11RO;2010;48166
18;T11RO;2010;4415
19;T11RO;2010;3385
20;T11RO;2010;42
21;T11RO;2010;3038
22;T11RO;2010;33754
24;T11RO;2010;
25;T11RO;2010;2727
26;T11RO;2010;
27;T11RO;2010;196
28;T11RO;2010;
29;T11RO;2010;
30;T11RO;2010;16105
31;T11RO;2010;1687
32;T11RO;2010;17302
33;T11RO;2010;20442
34;T11RO;2010;
35;T11RO;2010;164547
36;T11RO;2010;28555
37;T11RO;2010;1188
38;T11RO;2010;552
39;T11RO;2010;59370
40;T11RO;2010;9219
41;T11RO;2010;4406
43;T11RO;2010;8053
44;T11RO;2010;23300
;;;
2;T11RO;2011;278
3;T11RO;2011;344
4;T11RO;2011;4066
5;T11RO;2011;
6;T11RO;2011;27300
7;T11RO;2011;
8;T11RO;2011;3109
9;T11RO;2011;1382
10;T11RO;2011;137
11;T11RO;2011;3881
12;T11RO;2011;2245
13;T11RO;2011;525
14;T11RO;2011;1622
15;T11RO;2011;125373
16;T11RO;2011;746
17;T11RO;2011;48021
18;T11RO;2011;4544
19;T11RO;2011;3186
20;T11RO;2011;42
21;T11RO;2011;2798
22;T11RO;2011;
24;T11RO;2011;
25;T11RO;2011;2502
26;T11RO;2011;
27;T11RO;2011;219
28;T11RO;2011;
29;T11RO;2011;
30;T11RO;2011;15400
31;T11RO;2011;1623
32;T11RO;2011;15329
33;T11RO;2011;20372
34;T11RO;2011;
35;T11RO;2011;127772
36;T11RO;2011;30533
37;T11RO;2011;851
38;T11RO;2011;484
39;T11RO;2011;87718
40;T11RO;2011;9719
41;T11RO;2011;5236
43;T11RO;2011;9042
44;T11RO;2011;22966
;;;
2;TROFA;2007;35
3;TROFA;2007;
4;TROFA;2007;306
5;TROFA;2007;
6;TROFA;2007;1070
7;TROFA;2007;
8;TROFA;2007;
9;TROFA;2007;389
10;TROFA;2007;
11;TROFA;2007;
12;TROFA;2007;
13;TROFA;2007;
14;TROFA;2007;
15;TROFA;2007;5931
16;TROFA;2007;
17;TROFA;2007;3860
18;TROFA;2007;
19;TROFA;2007;122
20;TROFA;2007;
21;TROFA;2007;55
22;TROFA;2007;
24;TROFA;2007;
25;TROFA;2007;9
26;TROFA;2007;
27;TROFA;2007;
28;TROFA;2007;
29;TROFA;2007;
30;TROFA;2007;
31;TROFA;2007;
32;TROFA;2007;238
33;TROFA;2007;2032
34;TROFA;2007;
35;TROFA;2007;
36;TROFA;2007;1137
37;TROFA;2007;120
38;TROFA;2007;
39;TROFA;2007;2946
40;TROFA;2007;914
41;TROFA;2007;
43;TROFA;2007;
44;TROFA;2007;
;;;
2;TROFA;2008;41
3;TROFA;2008;
4;TROFA;2008;329
5;TROFA;2008;
6;TROFA;2008;1667
7;TROFA;2008;
8;TROFA;2008;
9;TROFA;2008;434
10;TROFA;2008;
11;TROFA;2008;
12;TROFA;2008;
13;TROFA;2008;
14;TROFA;2008;
15;TROFA;2008;6882
16;TROFA;2008;
17;TROFA;2008;3503
18;TROFA;2008;
19;TROFA;2008;82
20;TROFA;2008;
21;TROFA;2008;56
22;TROFA;2008;
24;TROFA;2008;
25;TROFA;2008;8
26;TROFA;2008;
27;TROFA;2008;
28;TROFA;2008;
29;TROFA;2008;
30;TROFA;2008;
31;TROFA;2008;
32;TROFA;2008;175
33;TROFA;2008;3129
34;TROFA;2008;
35;TROFA;2008;
36;TROFA;2008;1304
37;TROFA;2008;97
38;TROFA;2008;
39;TROFA;2008;3289
40;TROFA;2008;1142
41;TROFA;2008;
43;TROFA;2008;
44;TROFA;2008;
;;;
2;TROFA;2009;50
3;TROFA;2009;
4;TROFA;2009;281
5;TROFA;2009;
6;TROFA;2009;2032
7;TROFA;2009;
8;TROFA;2009;
9;TROFA;2009;519
10;TROFA;2009;
11;TROFA;2009;
12;TROFA;2009;
13;TROFA;2009;
14;TROFA;2009;
15;TROFA;2009;7859
16;TROFA;2009;
17;TROFA;2009;3876
18;TROFA;2009;
19;TROFA;2009;113
20;TROFA;2009;
21;TROFA;2009;50
22;TROFA;2009;
24;TROFA;2009;
25;TROFA;2009;9
26;TROFA;2009;
27;TROFA;2009;
28;TROFA;2009;
29;TROFA;2009;
30;TROFA;2009;
31;TROFA;2009;
32;TROFA;2009;219
33;TROFA;2009;2979
34;TROFA;2009;
35;TROFA;2009;
36;TROFA;2009;1409
37;TROFA;2009;136
38;TROFA;2009;
39;TROFA;2009;3143
40;TROFA;2009;1297
41;TROFA;2009;
43;TROFA;2009;
44;TROFA;2009;
;;;
2;TROFA;2010;67
3;TROFA;2010;
4;TROFA;2010;285
5;TROFA;2010;
6;TROFA;2010;1734
7;TROFA;2010;
8;TROFA;2010;
9;TROFA;2010;453
10;TROFA;2010;79
11;TROFA;2010;
12;TROFA;2010;
13;TROFA;2010;
14;TROFA;2010;
15;TROFA;2010;7060
16;TROFA;2010;
17;TROFA;2010;3773
18;TROFA;2010;
19;TROFA;2010;145
20;TROFA;2010;
21;TROFA;2010;57
22;TROFA;2010;
24;TROFA;2010;
25;TROFA;2010;5
26;TROFA;2010;
27;TROFA;2010;
28;TROFA;2010;
29;TROFA;2010;
30;TROFA;2010;
31;TROFA;2010;
32;TROFA;2010;264
33;TROFA;2010;2028
34;TROFA;2010;
35;TROFA;2010;
36;TROFA;2010;989
37;TROFA;2010;161
38;TROFA;2010;
39;TROFA;2010;2355
40;TROFA;2010;1068
41;TROFA;2010;
43;TROFA;2010;
44;TROFA;2010;
;;;
2;TROFA;2011;92
3;TROFA;2011;
4;TROFA;2011;213
5;TROFA;2011;
6;TROFA;2011;1679
7;TROFA;2011;
8;TROFA;2011;
9;TROFA;2011;548
10;TROFA;2011;84
11;TROFA;2011;
12;TROFA;2011;
13;TROFA;2011;
14;TROFA;2011;
15;TROFA;2011;6475
16;TROFA;2011;
17;TROFA;2011;3488
18;TROFA;2011;
19;TROFA;2011;149
20;TROFA;2011;
21;TROFA;2011;71
22;TROFA;2011;
24;TROFA;2011;
25;TROFA;2011;1
26;TROFA;2011;
27;TROFA;2011;
28;TROFA;2011;
29;TROFA;2011;
30;TROFA;2011;
31;TROFA;2011;
32;TROFA;2011;221
33;TROFA;2011;1738
34;TROFA;2011;
35;TROFA;2011;
36;TROFA;2011;985
37;TROFA;2011;95
38;TROFA;2011;
39;TROFA;2011;1992
40;TROFA;2011;1019
41;TROFA;2011;
43;TROFA;2011;
44;TROFA;2011;
;;;
2;T11TH;2007;2850
3;T11TH;2007;2849
4;T11TH;2007;280135
5;T11TH;2007;
6;T11TH;2007;401400
7;T11TH;2007;
8;T11TH;2007;68877
9;T11TH;2007;34366
10;T11TH;2007;4309
11;T11TH;2007;209132
12;T11TH;2007;273478
13;T11TH;2007;21685
14;T11TH;2007;145032
15;T11TH;2007;1832423
16;T11TH;2007;18586
17;T11TH;2007;2561691
18;T11TH;2007;77105
19;T11TH;2007;176065
20;T11TH;2007;5370
21;T11TH;2007;98863
22;T11TH;2007;1636656
24;T11TH;2007;
25;T11TH;2007;33956
26;T11TH;2007;
27;T11TH;2007;8982
28;T11TH;2007;
29;T11TH;2007;
30;T11TH;2007;684870
31;T11TH;2007;146029
32;T11TH;2007;388461
33;T11TH;2007;157173
34;T11TH;2007;
35;T11TH;2007;1566970
36;T11TH;2007;31038
37;T11TH;2007;54250
38;T11TH;2007;48735
39;T11TH;2007;370866
40;T11TH;2007;567819
41;T11TH;2007;
43;T11TH;2007;157735
44;T11TH;2007;114665
;;;
2;T11TH;2008;2459
3;T11TH;2008;3282
4;T11TH;2008;271851
5;T11TH;2008;
6;T11TH;2008;401988
7;T11TH;2008;
8;T11TH;2008;62533
9;T11TH;2008;32244
10;T11TH;2008;3992
