2;14;0,001
3;16;0,004
4;14;0,005
5;;0
6;16;0,005
7;;0,003
8;14;0,005
9;14;0,005
10;17;0,005
11;15;0
12;15;0,005
13;14;0,002
14;16;0,005
15;15;0,005
16;16;0,003
17;14;0
18;15;0,005
19;14;0
20;15;0,002
21;17;0,005
22;14;0,005
23;;
24;16;0,002
25;16;0,004
26;;0,002
27;;0,008
28;;0,003
29;;0,003
30;16;0,005
31;16;0,002
32;15;0,002
33;14;0,005
34;;0
35;16;0,00356
36;14;0,002
37;15;0
38;14;0,005
39;13;0,005
40;15;0,002
41;16;0,005
42;;0,005
43;15;0,005
44;14;0,002
45;16;0,008
46;16;0,008
47;16;0,005
